,timestamp_est,anonymous_id,language,question,detected_lang,cluster
4812,2020-04-04 10:29:25.965,e2f4bc52-ac99-49df-843d-60f661edea18,en,Can I walk my dog with a friend who is walking their dog as long as we maintain 2 meters of physical distance?,en,covid-animals
4813,2020-04-04 07:50:37.092,18609338-615b-4c8e-86b5-a648e0db8901,en,What if 2 members of your household work in essential services? Nurse and Grocery store cashier? what percautions can we take?,en,personal-whatif
4815,2020-04-04 11:25:43.671,3d1b3d68-dba0-4c6c-bdff-5e54a2d67dbd,en,Why not have grocery stores make more deliveries instead of having people travel and go to stores?,en,unclassified
4816,2020-04-04 08:35:01.04,630d0214-5b4b-4b86-9230-f10f083dad60,en,Is having Celiac disease a concern?,en,unclassified
4818,2020-04-04 14:33:47.832,0a7693cb-bff1-4ad0-9533-3e661417511e,en,If someone has had GBS are they more susceptible to contacting CORVID19. Does the answer depend on how recently had GBS,en,personal-whatif
4820,2020-04-04 12:07:11.739,2015e0a3-3f74-4841-be19-9524194f00dd,en,What's going on,en,unclassified
4821,2020-04-04 14:15:26.758,4f3e9ca6-72d4-44e4-9db6-adea9c65bd65,en,"If you have had the symptons of covid 19 - self isolated for 14 days - still have the cough, head ache and fatigue when should you return to work ",en,personal-whatif
4822,2020-04-04 12:57:20.715,ec8ee3f8-bca1-4ad4-9fd8-2730281c0a52,en,Should I wear a mask?,en,covid-fight
4823,2020-04-04 13:12:37.931,6a8dbd70-e2c7-4c23-a761-f0f45fb16cef,en,Does a previous BCG vaccine reduce chances of contracting COVID-19?,en,covid-med
4827,2020-04-05 00:36:31.398,9786a95b-70b7-4f16-9fcc-47a7ab1e63a9,en,Why covid-19 is very infectious ,en,unclassified
4830,2020-04-04 19:09:45.537,b815ff2f-a11d-4eae-8118-a67168add797,en,What is the coronavirus ,en,covid-what
4831,2020-04-05 11:21:28.725,f3094fd9-a124-44d0-998e-da89de1533cf,en,Six feet is the recommended distance for staying apart.  But what if you're jogging behind someone; shouldn't that distance be greater?,en,personal-whatif
4834,2020-04-05 07:20:13.245,370a829e-1438-4d66-83dc-d26af679ae78,en,How often do I need to change my mask?,en,covid-fight
4835,2020-04-05 10:56:05.944,50609fb1-75ee-41bc-a6d3-68ae97bcc3a0,en,"I live in Vancouver, work in the downtown sector, I have been diligent about practicing all safety measures. I  share my child with her father and they are in Penticton 4hrs away. I want to see my child have not for 8 wks.  I am willing to self isolate prior to coming.  She has a mild CP, is safe to see here.",en,personal-caution
4838,2020-04-05 08:27:05.43,a14ab7b4-3d99-40cc-ba40-65f35df402c7,en,I am older than 70 and work part time should I continue  I work 24hrs a week,en,unclassified
4840,2020-04-05 12:28:54.186,d2441cab-08ae-43ac-9797-57499a0a18b6,en,"If someone decides to make and weak a homemade mask - what pattern, process and materials are recommended?",en,covid-fight
4842,2020-04-07 20:50:56.045,d10df305-f5f7-4df0-a602-d317e865463d,en,Symptoms,en,covid-symptoms
4843,2020-04-05 11:14:23.325,d57cd57d-bda5-4913-b61b-5afb926b099c,en,is it more risky to stay on high blood pressure medication and take your chances with the high pressure than to get sick,en,covid-med
4844,2020-04-05 11:21:28.703,f3094fd9-a124-44d0-998e-da89de1533cf,en,"I have no symptoms, and have not travelled outside of Canada since November 2019.  Do I need to wear any kind of mask when I go outside?",en,covid-fight
4846,2020-04-05 12:11:17.134,ba06cc88-50c7-47b3-85af-7818d1ca90a8,en,How many people diagnosed in Quebec ,en,situation-stats
4847,2020-04-05 11:21:28.717,f3094fd9-a124-44d0-998e-da89de1533cf,en,"How long does the virus survive on hard surfaces such as wood, steel, plastic, particle board?  Stuff we find on our furniture.",en,covid-life
4848,2020-04-05 10:57:45.145,52e18808-1658-4044-a82b-4f1a74f755ef,en,"If someone has a sore throat, Alberta Health says to isolate for 10 days.  However, if it disappears after a few days like a sore throat from a common cold normally would, do they still need to self-isolate?",en,personal-whatif
4849,2020-04-05 11:21:28.736,f3094fd9-a124-44d0-998e-da89de1533cf,en,"For keeping hands clean, is Purell hand sanitizer enough, or does it have to be soap and water?",en,unclassified
4850,2020-04-05 10:31:45.955,79fe6a3c-70e7-4399-9378-e5fae77cbc64,en,I have heard the blood pressure medication Telmisartan may increase susceptibility to Covid-19. Can you provide any information on this?,en,covid-med
4851,2020-04-05 09:25:56.061,61e878e3-ebc2-4f46-a34f-fc22a2924961,en,f you get Covid-19 can you be reinfected within 12 months? ,en,covid-infection
4852,2020-04-05 12:12:50.772,c432d51f-f117-4966-b1da-35954e792204,en,Can a virus enter through a cut or only through respiratory system ?,en,covid-symptoms
4853,2020-04-05 11:14:23.313,d57cd57d-bda5-4913-b61b-5afb926b099c,en,Has blood type been confirmed as a risk,en,covid-contagious
4854,2020-04-05 11:21:28.731,f3094fd9-a124-44d0-998e-da89de1533cf,en,The number of cases in Quebec is now at 7000.  Is the curve flattening at all?  It's been over two weeks since the lockdown.,en,situation-stats
4857,2020-04-05 10:46:28.179,b4abe34e-3104-4d32-8039-f93b4da1f15f,en,I have have  a sore throat and runny nose for 3 weeks. Can I still be infected?,en,personal-symptoms
4858,2020-04-05 07:20:14.252,b027b6e7-961a-436e-a4a4-70095a9a2271,en,How can i understand someone has COVID-19 or not?,en,unclassified
4859,2020-04-05 14:37:01.267,bc53d5b6-c4e7-4c93-bac9-8bf3148dc63e,en,Please update me on the number of cases and deaths in Ontario and Canada,en,situation-stats
4860,2020-04-05 16:26:45.751,1088c938-e1a3-431b-b2fb-48d26eab883b,en,Can I get covid from pets ,en,unclassified
4861,2020-04-05 12:12:50.824,c432d51f-f117-4966-b1da-35954e792204,en,"Bacteria can multiply on food products , can a virus multiply on a food product ?",en,unclassified
4862,2020-04-05 14:09:47.12,a244be22-ef35-4255-8c7e-84530f00dc18,en,What is best to  gargle with after comingin from shopping trip?,en,covid-what
4863,2020-04-05 14:14:30.053,0fd11a83-9fc5-40ca-af80-4a38844ff549,en,Does working retail put you at a higher risk ,en,covid-contagious
4864,2020-04-05 16:26:45.722,1088c938-e1a3-431b-b2fb-48d26eab883b,en,Can my pets get infected with covid,en,covid-infection
4870,2020-04-05 13:51:55.236,3868728d-12e6-4ad8-a402-74225af8b9b1,en,I have a pain in my chest. Could it be COVID-19?,en,personal-symptoms
4872,2020-04-05 22:01:28.212,eb5d209a-2a65-4ed4-a3a9-65d85a11a6a9,es,May I have caught it Even if I wore a chinstrap and washed my hands?,en,personal-symptoms
4873,2020-04-05 20:12:30.615,7735ecb7-e1f9-482a-b687-35f84f9b29df,en,Should I wear a mask?,en,covid-fight
4874,2020-04-05 17:53:45.806,701737dd-4580-497d-a54b-1dabe655f980,en,If no symptoms is it ok to see another with no symptoms?,en,personal-whatif
4876,2020-04-05 20:25:04.171,c4c68bcc-a365-42d7-b0d9-512475b174dd,en,When would it peak? ,en,unclassified
4878,2020-04-05 22:01:28.19,eb5d209a-2a65-4ed4-a3a9-65d85a11a6a9,es,May I have caught it in the supermarket?,en,personal-symptoms
4880,2020-04-05 22:01:28.182,eb5d209a-2a65-4ed4-a3a9-65d85a11a6a9,es,If I feel sick. Do I need to go to the hospital or first make a call?,en,personal-whatif
4881,2020-04-05 20:12:30.619,7735ecb7-e1f9-482a-b687-35f84f9b29df,en,Should I wear a mask to go shopping?,en,covid-fight
4882,2020-04-05 22:01:28.204,eb5d209a-2a65-4ed4-a3a9-65d85a11a6a9,es,May I have caught it Even if I don’t go out since 10 days?,en,personal-symptoms
4883,2020-04-05 20:11:42.733,7735ecb7-e1f9-482a-b687-35f84f9b29df,en,Can I go to the park?,en,situation-lockdown
4884,2020-04-05 20:25:04.179,c4c68bcc-a365-42d7-b0d9-512475b174dd,en,Would a Physiotherapy session on FaceTime qualify as a virtual treatment?,en,covid-med
4885,2020-04-05 22:01:28.182,eb5d209a-2a65-4ed4-a3a9-65d85a11a6a9,es,"If I have symptoms, how many days do I have to wait to call the doctor?",en,personal-symptoms
4886,2020-04-05 17:30:21.3,5af4967b-1fdb-4dae-9822-de62c2417a81,en,What is last stats for covid19 in canada?,en,covid-what
4887,2020-04-06 08:49:16.849,1a6ddb3b-9b12-4aab-abb1-19abf36b2c55,en,Is it safe to be within less than 2 meter distance with family members of same household if they go to work everyday? How Does that apply to spouses,en,personal-whatif
4888,2020-04-06 10:32:42.162,d9963e18-423c-4f44-b05c-815e4cd090e3,en,What do I do if my elderly parent who lives alone shows symptoms of COVID-19?,en,covid-life
4889,2020-04-06 08:25:41.132,04177636-d595-41b1-93a1-da5e37ea9e46,en,"Long-term taking of PPI's is linked to susceptibility to c. Difficile and ecoli, does that me me more susceptible to Covid 19?",en,personal-whatif
4891,2020-04-06 08:42:27.61,ac3defe2-eed7-4f66-bb1a-a1499450df67,en,I have a blocked nose but no fever. And also have an slight irritable throat,en,personal-symptoms
4892,2020-04-06 02:57:28.128,36781cf2-c8e2-4fb7-be5c-39bd6b9b2bf3,en,Can I get COVID-19 during sex?,en,unclassified
4893,2020-04-06 11:38:39.206,3a80d734-be60-4b22-986e-e15a5f7e78f5,en,"I am a healthy male aged 73 who is the sole caregiver for a family member who is 87 and has PSP ( a severe form of Parkinsonism). We have both been in self-isolation for the past three weeks. How concerned should I be that I might contract the coronavirus (while grocery shopping, for example) and pass it on to the person I look after?",en,personal-isolation
4894,2020-04-06 11:38:39.187,3a80d734-be60-4b22-986e-e15a5f7e78f5,en,We hear that children and young people with COVID-19 are more likely to be asymptomatic than older populations. Is it possible for a senior (someone over 65) to have the virus but not show any symptoms?,en,covid-symptoms
4895,2020-04-06 07:25:28.397,565ff782-5faa-4c2f-9aa9-da53da983a01,en,"When purchasing groceries or other items, do I need to wash packaging such as box of tea bags, box of cereal etc?",en,unclassified
4896,2020-04-06 13:16:39.176,4d427c0e-af71-4de8-abcb-3e80a1a3cc9f,en,Can you get COVID-19 a 2nd time?,en,unclassified
4899,2020-04-06 15:59:45,56d20946-6045-4b23-a0ca-7ac9113e7463,en,"I'm a pharmacist working at a community pharmacy, how do I practice social distancing at home?",en,personal-isolation
4900,2020-04-06 15:59:45.078,56d20946-6045-4b23-a0ca-7ac9113e7463,en,"While at work in the community pharmacy, what PPE do I need?",en,unclassified
4901,2020-04-06 17:55:04.184,9ed20035-2ee6-4997-b08e-546be3784438,en,Is it true that drinking hot liquids can kill the virus if it’s in your system?,en,personal-whatif
4902,2020-04-06 13:55:59.109,229057d5-2d3a-46cf-9b64-f82a471e56a0,en,"I would like to go for a car ride, is this safe.  I will not be going anywhere else other than my vehicle.  I will be wearing gloves and washing hands upon my return ",en,covid-fight
4904,2020-04-06 13:35:32.645,f318404b-6043-46e2-acbb-5ac0596d6efc,en,When will I get paid if i'm off work and in isolation due to the virus,en,personal-whatif
4906,2020-04-06 13:15:12.598,9ce4a7d5-7811-4ec6-bcf6-efe7a1fdbeac,en,"This assessment doesn't help me at all.  I went out 1 week ago to get groceries, there were a lot of people not adhering to physical distancing.  I tried my best but at times it was difficult.  That same day, in the evening I started having flu like symptoms, coughing, sneezing, body aches, chills etc. but I did not have a fever.  I called the local clinic as instructed by the self assesment test and was told a doctor will call me back, he called and assessed me and said I seem to be OK and to self isolate.  I'm not OK though my cough is horrible and my throat and nasal passage is very dry making it difficult to breathe.  I've never experienced this types of symptoms before.  I don't think this is the flu.  What are my options as far as getting better?  What can I take that will make me better?",en,personal-whatif
4907,2020-04-06 12:14:16.42,c2d28d32-5c98-456a-972d-a5df9f77fbf8,en,How do I get my blood tested for antibodies if I think I may have had this at the beginning of January,en,personal-whatif
4910,2020-04-06 13:35:32.605,f318404b-6043-46e2-acbb-5ac0596d6efc,en,If I'm off work due to rotavirus will i get paid,en,personal-whatif
4913,2020-04-07 00:46:46.976,5543ce54-8a50-4757-abbf-cb08dec3a654,en,do i need a doctors note for self isolating?,en,personal-isolation
4914,2020-04-06 19:48:57.454,5c7a1f6f-868f-4aba-90ce-613a9236cb92,en,"Should you stay home if you have a sore throat and/or diarrhea, a low grade fever, and tiredness?",en,personal-whatif
4915,2020-04-06 19:48:57.428,5c7a1f6f-868f-4aba-90ce-613a9236cb92,en,What if you know someone who is sick and insisting on going to work?,en,personal-whatif
4916,2020-04-06 18:58:13.858,465fafc2-d91e-41be-a284-fc06beedd13c,en,why are you just asking questions ?,en,unclassified
4918,2020-04-06 18:58:13.811,465fafc2-d91e-41be-a284-fc06beedd13c,en,why is Ontario so unprepared for Covid 19 ?,en,unclassified
4919,2020-04-06 18:58:13.771,465fafc2-d91e-41be-a284-fc06beedd13c,en,What mask prevents against covid19 ?,en,personal-caution
4920,2020-04-07 01:59:27.594,5a667f1b-43ff-4e3e-be94-6cd647280aa1,en,How long can the virus survive in the air?,en,covid-life
4922,2020-04-07 00:46:46.967,5543ce54-8a50-4757-abbf-cb08dec3a654,en,employee rights self isolatting,en,personal-isolation
4923,2020-04-07 01:59:27.646,5a667f1b-43ff-4e3e-be94-6cd647280aa1,en,Is it okay to go for a walk in places or areas with no people?,en,situation-lockdown
4926,2020-04-06 19:48:57.403,5c7a1f6f-868f-4aba-90ce-613a9236cb92,en,"If you are feeling unwell but don't have typical symptoms of covid 19, should you stay home and not go to work?",en,personal-whatif
4927,2020-04-07 01:59:27.618,5a667f1b-43ff-4e3e-be94-6cd647280aa1,en,Is corona virus airborne?,en,covid-transmission
4928,2020-04-07 01:55:43.713,5a667f1b-43ff-4e3e-be94-6cd647280aa1,en,How long can the virus survive in the air?,en,covid-life
4930,2020-04-06 17:55:04.189,9ed20035-2ee6-4997-b08e-546be3784438,en,Do the suns UV rays kill the virus?,en,unclassified
4932,2020-04-07 10:32:19.539,751f9342-022a-41fc-8ef5-48cca8f134b4,en,How can I get tested?,en,personal-testing
4933,2020-04-07 10:32:19.525,751f9342-022a-41fc-8ef5-48cca8f134b4,en,Do I need to wear a mask?,en,covid-fight
4939,2020-04-07 10:49:38.652,c15e5cf8-b90e-4b99-b7ad-1edf1d82070f,en,What is the risk that the virus will mutate and become deadlier?,en,covid-contagious
4940,2020-04-07 07:22:21.315,c120576a-2121-43d9-bbde-8223775b71bc,en,Why can't I be tested for covid19 so I will know for sure,en,personal-testing
4941,2020-04-07 14:45:15.442,0ebeac57-e0d0-43b4-b6c2-9547d36b1801,en,"If my children continue to work outside our home, and I have asthma and was hospitalized for pneumonia 6 months ago, should I isolate myself even more from my family?",en,personal-symptoms
4943,2020-04-07 14:12:18.815,be5b513d-86fd-473e-929d-12eca5693df0,en,im 12 is it likely for me to get covid 19 and die ,en,unclassified
4944,2020-04-07 14:20:15.35,0706bf1e-c1cc-4797-9c6e-9024a1085d3e,en,"I have coronary heart disease, and had triple bypass heart surgery. Am I at risk if I get Covid-19 ?",en,personal-symptoms
4948,2020-04-07 18:14:20.248,89e87540-df77-4142-96f3-cfcbe62b7e57,en,If the symptoms i have subsides do I still need to continue my isolation until I finish the 14 days?,en,personal-symptoms
4951,2020-04-07 20:50:56.058,d10df305-f5f7-4df0-a602-d317e865463d,en,Covid symptoms,en,covid-symptoms
4954,2020-04-08 03:43:11.923,9e0b2af6-10dc-4f50-a775-e4462255817c,en,I have questions about the machine learning algorithms used to analye this pandemic,en,personal-symptoms
4960,2020-04-08 22:51:37.867,5a667f1b-43ff-4e3e-be94-6cd647280aa1,en,How long can corona virus survive in the air?,en,covid-life
4961,2020-04-08 20:46:28.584,29da83a3-140f-4000-ae99-592366999e35,en,If you have Covid-19 how long does the disease last?,en,personal-whatif
4962,2020-04-08 21:00:04.699,38dfbc55-d449-476e-9b78-8a4c77d739bc,en,Symptoms ,en,covid-symptoms
4965,2020-04-09 11:11:32.29,f9f7f94c-1e04-4a03-b4c8-4cac4569e7b7,en,I have angina and have had two previous heart attacks.  I also have stents.  Am I at high risk if I contract the disease?,en,personal-symptoms
4969,2020-04-09 13:00:36.375,9b7439c9-8a5a-46d9-8a5a-f7387c0821f0,en,"I am on day 12 of self-isolation. Symptoms first presented March 27/28 as headache, dry cough, low-grade fever and heaviness/tightness in my chest. I spoke with a Telehealth nurse on day 4 (I had been self-isolating since first onset of symptoms) and she strongly recommended I continue the self-isolation for the 14 days, even if symptoms improved. The symptoms did not worsen; however, my temperature continued to hover around 100°F up until yesterday + persistent, dull headache. I’m due to return to work on Monday, April 13. Should I request to be tested? Or if fever continues to stay in normal range I should be clear?",en,covid-life
4974,2020-04-09 18:52:12.434,5575726a-6a69-4f32-b9dc-503f348ff79f,en,"i have tiredness in joints, legs and neck but i dont have cough, fever and other symptoms. did i get covid 19 infections.",en,personal-symptoms
4975,2020-04-09 18:09:42.447,95d81462-2b73-4cad-98b2-d3aa11e68f5b,en,What is Covid-19?,en,covid-what
4978,2020-04-10 08:29:22.172,0509f5ac-0eb4-4931-ba79-8560edb5555d,en,When is the peak in my area?,en,unclassified
4979,2020-04-10 14:39:03.657,4fa6dc67-101e-4e6d-b373-1f8d7238e69b,en,"If you only have low grade fever for 3 days, is this a symptom of covid19?",en,personal-whatif
4980,2020-04-10 22:28:11.894,dcdc86c1-07e3-4647-a6af-afb6def0eb65,en,Why should I worry about this virus since 80% of the population will get it anyway. The negative impacts of the restrictions on my mental health are worse than the virus itself,en,unclassified
4981,2020-04-10 22:28:11.9,dcdc86c1-07e3-4647-a6af-afb6def0eb65,en,It's been known for years or decades that a pandemic would happen sonner or later. Why haven't the different levels of government invested more in health care. The problem isn't the virus. The problem is the health care system is incapable of dealing with the overflow. ,en,personal-whatif
