,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
3686,2020-03-25T11:56:20.383Z,6d6d2144-09d4-4664-8eab-3d1347a33ce4,en,"After recovering from the virus, if you catch it again, can you still spread it even if you don't show symptoms because your body knows how to fight it?",en,After recovering from the virus if you catch it again can you still spread it even if you don t show symptoms because your body knows how to fight it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,symptom
3687,2020-03-25T04:22:31.84Z,f09d5ecb-6627-436b-bbb4-ee2c032b2267,fr,what is covid-19?,en,what is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3688,2020-03-25T09:29:39.75Z,3463d903-47a9-49dd-8756-ca003adceab4,en,"I feel tired often at home, am I infected?",en,I feel tired often at home am I infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3693,2020-03-25T11:08:54.779Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,"If my spouse was in contact with someone who is covid-19 positive, do I need to quarantine myself too? Do I need to get tested?",en,If my spouse was in contact with someone who is covid 19 positive do I need to quarantine myself too Do I need to get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
3694,2020-03-25T08:36:18.445Z,d902725b-fdbb-47c1-a991-07f8278227a9,en,"I haven't lost sense of smell, do I have covid19?",en,I haven t lost sense of smell do I have covid19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3695,2020-03-25T11:14:32.98Z,9c0c969c-ccf6-46da-8a6a-764205f76366,en,Where did COVID-19 started?,en,Where did COVID 19 started,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,past
3697,2020-03-25T11:14:33.002Z,9c0c969c-ccf6-46da-8a6a-764205f76366,en,What are the services out there that can help families with disabilities during this time?,en,What are the services out there that can help families with disabilities during this time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3699,2020-03-25T11:38:04.76Z,3cf40148-c8eb-49c0-8532-e07065381e98,en,Is there any way to assess the susceptibility of a person towards the coronavirus ?,en,Is there any way to assess the susceptibility of a person towards the coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3700,2020-03-25T11:08:54.805Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,When will the vaccine be ready? ,en,When will the vaccine be ready,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
3702,2020-03-25T08:36:18.453Z,d902725b-fdbb-47c1-a991-07f8278227a9,en,Should I wash my fruits and vegetable that I just bought at the grocery?,en,Should I wash my fruits and vegetable that I just bought at the grocery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3708,2020-03-25T11:42:53.457Z,2d60f25e-0723-414e-b4fd-9244ed4b6f0a,en,How long does covid live on packages,en,How long does covid live on packages,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
3711,2020-03-25T10:02:19.986Z,e5cee6c4-5953-4ac0-a216-7344ebb51d21,en,What kind of soap do I need to use to wash my hands? Is any kind of regular hand soap sufficient? ,en,What kind of soap do I need to use to wash my hands Is any kind of regular hand soap sufficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3712,2020-03-25T08:36:18.429Z,d902725b-fdbb-47c1-a991-07f8278227a9,en,Is covid contagious?,en,Is covid contagious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3713,2020-03-25T10:02:19.982Z,e5cee6c4-5953-4ac0-a216-7344ebb51d21,en,Do I need to take precautions when picking up the mail? ,en,Do I need to take precautions when picking up the mail,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3714,2020-03-25T05:15:20.099Z,ee018766-19ba-4895-a9b9-532518cc0a47,es,what are the symptoms,en,what are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3715,2020-03-25T02:52:59.599Z,da0aa635-641b-45ac-9f28-0909b870d6ec,en,What is the coronavirus,en,What is the coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3718,2020-03-25T09:29:53.542Z,5a0334e2-6594-4844-a53e-f0b986d02fae,en,what is COVID-19?,en,what is COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3719,2020-03-25T08:36:18.439Z,d902725b-fdbb-47c1-a991-07f8278227a9,en,How long am I contagious if I get covid19? ,en,How long am I contagious if I get covid19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3721,2020-03-25T11:08:54.865Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Why do they continue to ask me if I travelled when 40% of cases are now community acquired? It seems that they are dismissing me even though I could be positive,en,Why do they continue to ask me if I travelled when 40 of cases are now community acquired It seems that they are dismissing me even though I could be positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
3722,2020-03-25T09:56:18.255Z,e8802f90-8b05-4ba1-a97b-abd1c8112932,en,When shoul I go to the hospital?,en,When shoul I go to the hospital,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,hospital
3723,2020-03-25T10:21:13.998Z,6f1a4ee9-2f4b-4fbd-b90c-f957532c96d4,en,what is covid,en,what is covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3724,2020-03-25T11:53:31.99Z,71aa6693-981e-468a-8b99-0d916f9cf025,fr,Can my baby have Corona Virus when is born?,en,Can my baby have Corona Virus when is born,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3726,2020-03-25T11:53:31.984Z,71aa6693-981e-468a-8b99-0d916f9cf025,fr,I'm 8 months pregnant. M I hight risk?,en,I m 8 months pregnant M I hight risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
3731,2020-03-25T12:09:42.988Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,What medication should I avoid?,en,What medication should I avoid,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
3732,2020-03-25T11:08:54.865Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Have they banned the wet markets in China yet so this doesn’t happen again?,en,Have they banned the wet markets in China yet so this doesn t happen again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3735,2020-03-25T03:51:40.482Z,3432e79a-697c-4d95-84b3-3a51a400a4d5,en,What drugs or treatments can I take? ,en,What drugs or treatments can I take,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
3736,2020-03-25T11:42:53.463Z,2d60f25e-0723-414e-b4fd-9244ed4b6f0a,en,Can you get covid from eating food that someone with covid sneezed or coughed on,en,Can you get covid from eating food that someone with covid sneezed or coughed on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3738,2020-03-25T08:55:00.071Z,344ab4e5-305b-46af-a6ae-9c99a182c140,en,What are the most common COVID-19 symptoms ,en,What are the most common COVID 19 symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3739,2020-03-25T11:14:32.995Z,9c0c969c-ccf6-46da-8a6a-764205f76366,en,Where can I find the most recent and up-to-date information about COVID-19?,en,Where can I find the most recent and up to date information about COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3740,2020-03-25T12:09:42.922Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,Can it harm my unborn baby?,en,Can it harm my unborn baby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3742,2020-03-25T03:51:40.468Z,3432e79a-697c-4d95-84b3-3a51a400a4d5,en,"I have a sore throat, is that an early symptom",en,I have a sore throat is that an early symptom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
3745,2020-03-25T04:28:29.179Z,bad50307-b4c2-4a65-af0a-a6d052c4880e,en,what is the question?,en,what is the question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3747,2020-03-25T09:08:26.498Z,eb363d83-12d3-4d87-ba88-05df4f3a283b,en,"Can I be coughing, without fever, and be infected?",en,Can I be coughing without fever and be infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3750,2020-03-25T11:53:10.394Z,57fb2750-8854-45fb-ac70-9d934c3eee21,en,when will the pandemic end,en,when will the pandemic end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,future
3751,2020-03-25T11:08:54.797Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Will the hospital let me die if there are no ventilators left and a younger person needs it too? Can we share it?,en,Will the hospital let me die if there are no ventilators left and a younger person needs it too Can we share it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3752,2020-03-25T07:42:57.802Z,3d90ed6f-c532-47c4-9655-eea2b9e7d100,en,What is the rate of infection spread?,en,What is the rate of infection spread,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,transmission
3754,2020-03-25T06:55:58.64Z,074728c7-ee7a-496c-bdc5-7f44262c6e01,en,"Can I leave my pet with a family member, or is that against the premise of social distancing?",en,Can I leave my pet with a family member or is that against the premise of social distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3756,2020-03-25T11:08:54.871Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,What do I do if 811 says to stay home with my symptoms but I feel it’s bad enough to be seen in person? Can I show up to the ER? Do I call 911? ,en,What do I do if 811 says to stay home with my symptoms but I feel it s bad enough to be seen in person Can I show up to the ER Do I call 911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3760,2020-03-25T10:02:19.98Z,e5cee6c4-5953-4ac0-a216-7344ebb51d21,en,"Do I need to self-isolate (not leave the house or interact with other people in the house) if I have a cold, even if I have none of the listed symptoms of coronavirus? ",en,Do I need to self isolate not leave the house or interact with other people in the house if I have a cold even if I have none of the listed symptoms of coronavirus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,symptom
3761,2020-03-25T11:08:54.789Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,"If I finished radiation and chemotherapy 2 months ago, and I considered more susceptible to catching covid-19? ",en,If I finished radiation and chemotherapy 2 months ago and I considered more susceptible to catching covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3763,2020-03-25T09:29:39.725Z,3463d903-47a9-49dd-8756-ca003adceab4,en,"My throat is tingling, am I infected?",en,My throat is tingling am I infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3765,2020-03-25T08:36:18.435Z,d902725b-fdbb-47c1-a991-07f8278227a9,en,How long should I stay home if I have symptoms?,en,How long should I stay home if I have symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
3768,2020-03-25T03:51:40.477Z,3432e79a-697c-4d95-84b3-3a51a400a4d5,en,"I might have covid 19, what treatment do I follow?",en,I might have covid 19 what treatment do I follow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
3770,2020-03-25T11:08:54.879Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,How will I have my baby seen if no one will take a patient with a fever and cough? Kids still need physicals when they have ear pain or fever for more then 72hrs? It makes me feel very insecure. Can I talk to a doctor virtually? ,en,How will I have my baby seen if no one will take a patient with a fever and cough Kids still need physicals when they have ear pain or fever for more then 72hrs It makes me feel very insecure Can I talk to a doctor virtually,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,nextsteps
3771,2020-03-25T11:08:54.802Z,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Is there a medication to take to help me fight covid-19,en,Is there a medication to take to help me fight covid 19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,treatment
3772,2020-03-25T10:02:19.979Z,e5cee6c4-5953-4ac0-a216-7344ebb51d21,en,What precautions should I take while shopping for groceries? Should I wear a mask and/or gloves? Do I need to disinfect the items I buy? ,en,What precautions should I take while shopping for groceries Should I wear a mask and or gloves Do I need to disinfect the items I buy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3773,2020-03-25T12:05:48.046Z,95de9a3e-cf9a-4de4-a6bf-4d5213084cc5,fr,Will it be gone by summer?,en,Will it be gone by summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3779,2020-03-25T12:09:42.988Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,Can I get it twice?,en,Can I get it twice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3780,2020-03-25T12:22:11.662Z,868a65cb-0276-4c03-86b7-eb356ae2ffed,en,how does ventilator helps recovery,en,how does ventilator helps recovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3782,2020-03-25T15:49:38.557Z,14c06216-7a01-4a89-ab35-e7c6d6337f55,en,How many cases are in Quebec now ? ,en,How many cases are in Quebec now,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
3786,2020-03-25T12:46:58.068Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,why is social distancing important,en,why is social distancing important,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3787,2020-03-25T12:46:58.164Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,I live with a smoker - am I at high risk for COVID-19?,en,I live with a smoker am I at high risk for COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
3790,2020-03-25T12:46:58.169Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,My kids are anxious about COVUD-19 - what shall I tell them?,en,My kids are anxious about COVUD 19 what shall I tell them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3791,2020-03-25T12:09:42.915Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,How long do the symptoms last?,en,How long do the symptoms last,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,future
3792,2020-03-25T15:23:17.535Z,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,en,What are the early symptoms of COVID-19?,en,What are the early symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3793,2020-03-25T13:27:35.294Z,06f146f6-8863-4b80-81d0-2b82e2983b3e,en,How often should you be going to do groceries (in person if you can’t do delivery)? ,en,How often should you be going to do groceries in person if you can t do delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3794,2020-03-25T15:23:17.554Z,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,en,Can my family and I take walks around the block?,en,Can my family and I take walks around the block,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
3795,2020-03-25T12:09:42.988Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,Are there any long term effects?,en,Are there any long term effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3797,2020-03-25T15:17:18.644Z,9e578d78-6fbb-4522-967f-472cab13f8d8,en,I currently have a newborn baby boy at home which puts me in a very sensitive situation. I am worried about his well-being as doctors tell me it takes at least 3 months for newborns to begin developing a proper immune system. At the same time I am grateful to be able to work (essential service not healthcare) and support my new family through these hard times. What is your recommendation?,en,I currently have a newborn baby boy at home which puts me in a very sensitive situation I am worried about his well being as doctors tell me it takes at least 3 months for newborns to begin developing a proper immune system At the same time I am grateful to be able to work essential service not healthcare and support my new family through these hard times What is your recommendation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3799,2020-03-25T12:46:58.163Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,How do I know I have COVID-19?,en,How do I know I have COVID 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3804,2020-03-25T12:22:11.667Z,868a65cb-0276-4c03-86b7-eb356ae2ffed,en,once recovered can I be infected with Corona again,en,once recovered can I be infected with Corona again,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3808,2020-03-25T14:00:08.208Z,2440a10f-cd86-468f-93f1-509fa21e4680,en,When do I go to the emergency room? When should I stay at home to deal with flu/virus like symptoms? ,en,When do I go to the emergency room When should I stay at home to deal with flu virus like symptoms,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,symptom
3810,2020-03-25T16:51:09.799Z,25dd301c-a748-47eb-9add-c76f50481586,en,do we have designated hours for grocery shopping during covid-19 pandemic in Quebec?,en,do we have designated hours for grocery shopping during covid 19 pandemic in Quebec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3811,2020-03-25T17:16:35.655Z,c9f5179c-abbc-40f5-945c-659eec2fd21d,en,Can the virus live or organic materials like food ?,en,Can the virus live or organic materials like food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3813,2020-03-25T12:13:15.538Z,02828ec0-0560-40fb-a50d-bf5623f89350,en,Is it safe to use cash during this time?,en,Is it safe to use cash during this time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3814,2020-03-25T12:46:58.169Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,Can pets get COVID-19 from me?,en,Can pets get COVID 19 from me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3819,2020-03-25T15:23:17.559Z,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,en,Are patients with sarcoidosis more at risk of dying from COVID19?,en,Are patients with sarcoidosis more at risk of dying from COVID19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
3823,2020-03-25T14:00:08.171Z,2440a10f-cd86-468f-93f1-509fa21e4680,en,What are the symptoms I should look out for? ,en,What are the symptoms I should look out for,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
3828,2020-03-25T13:49:37.196Z,08d2730f-f7fc-4fbe-bbbe-e0ad7354fa1b,en,Can I get COVID-19 again if I already was infected with it?,en,Can I get COVID 19 again if I already was infected with it,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3829,2020-03-25T14:00:08.156Z,2440a10f-cd86-468f-93f1-509fa21e4680,en,How do I know if I am following the rules of social distancing correctly?,en,How do I know if I am following the rules of social distancing correctly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3831,2020-03-25T12:09:42.989Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,What is the difference between covid-19 and coronavirus ,en,What is the difference between covid 19 and coronavirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
3834,2020-03-25T12:13:15.558Z,02828ec0-0560-40fb-a50d-bf5623f89350,en,How safe is it to go for a walk once a day in a park or forest? ,en,How safe is it to go for a walk once a day in a park or forest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3835,2020-03-25T15:49:38.578Z,14c06216-7a01-4a89-ab35-e7c6d6337f55,en,Is it ok to go for a walk ? ,en,Is it ok to go for a walk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
3836,2020-03-25T15:23:17.587Z,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,en,Will quitting smoking help my chances of recovery?,en,Will quitting smoking help my chances of recovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3839,2020-03-25T14:45:56.302Z,7da3473c-b9bd-494a-b23e-7f3806a982b8,en,It is possible that I have Covid-19 only if experience only a few symptoms?,en,It is possible that I have Covid 19 only if experience only a few symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
3842,2020-03-25T15:18:41.044Z,be2717f9-a881-4d0c-9bd4-36a807abedc4,en,"I have been temporary laid due to covid-19, will my benefits continue?",en,I have been temporary laid due to covid 19 will my benefits continue,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
3844,2020-03-25T12:46:58.081Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,How long should we try to maintain social distancing?,en,How long should we try to maintain social distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
3845,2020-03-25T12:46:58.169Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,What shall I do if I can't find sanitizer to buy in stores?,en,What shall I do if I can t find sanitizer to buy in stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3846,2020-03-25T13:33:04.929Z,a572def9-5633-4ca1-80df-3872ec8be862,en,How at risk are young people with immuno-deficiencies?,en,How at risk are young people with immuno deficiencies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
3848,2020-03-25T15:01:20.758Z,508886c9-fc0a-457a-8df7-54d3c92ce2dc,en,How to avoid this infection?,en,How to avoid this infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3849,2020-03-25T15:23:17.537Z,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,en,What are the survival rate by age brackets for those infected?,en,What are the survival rate by age brackets for those infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3850,2020-03-25T12:46:58.168Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,Does the SARS-Cov-2 virus mutate fast?,en,Does the SARS Cov 2 virus mutate fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3852,2020-03-25T15:01:20.78Z,508886c9-fc0a-457a-8df7-54d3c92ce2dc,en,How to avoid the anxiety related to the Covid-19?,en,How to avoid the anxiety related to the Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3853,2020-03-25T12:09:42.913Z,b64c54a9-040d-456b-ad2f-1e23b62da018,en,How long does the virus live on surfaces?,en,How long does the virus live on surfaces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
3856,2020-03-25T12:46:58.075Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,what is immunity?,en,what is immunity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3859,2020-03-25T13:10:20.847Z,8335e703-c2db-483e-a2d7-41191ef5679c,en,Hi I am wondering if small business owners are eligible for some kind of benefit from,en,Hi I am wondering if small business owners are eligible for some kind of benefit from,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
3864,2020-03-25T12:46:58.091Z,956230e9-ce2a-461b-a10f-52f30ba32217,en,is it safe to go out for walks?,en,is it safe to go out for walks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
3866,2020-03-25T12:10:33.542Z,27569055-c9af-4f41-8bac-ad1100b29333,en,can I get infected from a newspaper,en,can I get infected from a newspaper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
3869,2020-03-25T14:31:12.703Z,26522270-c498-4ccc-8147-8922f7c32079,en,I’ve had a mild case of pneumonia before. I’m 30 years old. Am I at any additional risk? ,en,I ve had a mild case of pneumonia before I m 30 years old Am I at any additional risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
