,timestamp_est,anonymous_id,language,question,detected_lang,text,translation,cluster,ahc_label
3960,2020-03-25T15:28:28.237Z,9e58a264-0f3e-4704-9958-8b60053d3135,fr,Alors mis à part d’avoir eu un deuxième cancer et. Jimio ,fr,alors mis a part d avoir eu un deuxieme cancer et jimio,So apart from having had a second cancer and. Jimio ,unclassified,6.0
3964,2020-03-25T18:42:50.437Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Quelle est la meilleure façon de laver ses mains?,fr,quelle est la meilleure facon de laver ses mains,What is the best way to wash your hands? ,unclassified,15.0
3965,2020-03-25T18:33:29.799Z,96443ae9-9e4c-4188-9ee8-2a8e5cb28cec,en,Suis-je immunisé si j'ai déjà attrapé le covid ?,fr,suis je immunise si j ai deja attrape le covid,Am I immune if I have already caught covid?,nextsteps,
3967,2020-03-25T18:42:50.429Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Est-ce que la quarantaine est obligatoire?,fr,est ce que la quarantaine est obligatoire,Is quarantine mandatory? ,unclassified,27.0
3970,2020-03-25T18:22:58.247Z,077f37cf-4d95-4c94-a6d7-f20fdec64aab,fr,Quel est le traitement pour en guérir ,fr,quel est le traitement pour en guerir,What is the treatment to cure it ,treatment,
3971,2020-03-25T20:31:55.246Z,593e1bce-eb74-4933-a1a4-4230aaab894c,fr,"j'ai mal à la gorge, est-ce un symptôme de la covid?",fr,j ai mal a la gorge est ce un symptome de la covid,"I have a sore throat, is it a symptom of covid? ",nextsteps,
3974,2020-03-26T01:25:57.753Z,61b1c92f-7d1f-43cc-985d-f6b84c0e39ec,fr,"une collègue de travail de ma femme, qui travaille dans un hopital,  a testé positif pour le coronavirus. quelle procédures devons-nous adopter?",fr,une collegue de travail de ma femme qui travaille dans un hopital a teste positif pour le coronavirus quelle procedures devons nous adopter,"a co-worker of my wife, who works in a hospital, tested positive for the coronavirus. what procedures should we adopt? ",test,
3977,2020-03-25T19:35:13.879Z,d10579d6-dfb3-4008-8fa9-de2f88d2aad4,en,Quelles mesures dois-je prendre pour maximiser mes chances de ne pas contracter la maladie?,fr,quelles mesures dois je prendre pour maximiser mes chances de ne pas contracter la maladie,What steps should I take to maximize my chances of not getting the disease? ,unclassified,4.0
3982,2020-03-25T17:17:33.051Z,5871b901-3657-4949-a197-43f969cc8caa,en,"Si je suis contaminée, je pourrai être malade durant combien de temps?",fr,si je suis contaminee je pourrai etre malade durant combien de temps,"If I am infected, how long can I be sick? ",unclassified,17.0
3983,2020-03-25T18:18:59.785Z,d99debc4-b058-4624-bd4f-9f9e09c00262,fr,Apres combien de jour pour un porteur de virus asymptotique commence à sentir les premiers symptomes,fr,apres combien de jour pour un porteur de virus asymptotique commence a sentir les premiers symptomes,After how many days for an asymptotic virus carrier do I start to feel the first symptoms ,symptom,
3984,2020-03-25T23:13:29.816Z,18775d65-7d72-4307-a9c9-b8bf8f6770b1,fr,Quelle est votre capacite d'intelligence artificiel?,fr,quelle est votre capacite d intelligence artificiel,,unclassified,15.0
3986,2020-03-25T23:40:47.092Z,b9cffb12-1651-408e-bf1a-218c449aa2c1,fr,Est-ce que je vais attraper le virus?,fr,est ce que je vais attraper le virus,Am I going to get the virus? ,unclassified,7.0
3987,2020-03-25T21:52:27.218Z,624d77c7-685d-4b54-b3c0-0a57bd8c227c,fr,Comment les personnes avec de l  hypertension sont elles plus agffectées?,fr,comment les personnes avec de l hypertension sont elles plus agffectees,How are people with hypertension more affected? ,unclassified,14.0
3988,2020-03-25T18:42:50.438Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Qu’est-ce que la covid  19?,fr,qu est ce que la covid,What is covid 19?,about,
3989,2020-03-26T02:05:49.386Z,6b858d33-523d-4581-b24f-afa9d4e20717,fr,Pendant combien de temps en moyenne une personne peut-elle demeure a symptomatique alors que le virus est déjà en elle?,fr,pendant combien de temps en moyenne une personne peut elle demeure a symptomatique alors que le virus est deja en elle,How long on average can a person remain symptomatic when the virus is already in them? ,viruslife,
3990,2020-03-25T19:49:45.962Z,1ad88029-bcdc-4fd1-8802-9df116a8fd8d,fr,Est-ce que c'est vrai que la chaleur comme printemps été va faire calmer les virus?,fr,est ce que c est vrai que la chaleur comme printemps ete va faire calmer les virus,Is it true that heat like spring summer will calm viruses? ,unclassified,24.0
3991,2020-03-25T17:20:02.763Z,6427ec82-a761-4163-86e1-036b6c9cb8a5,fr,Comment faire la différence entre la covid et une simple grippe?,fr,comment faire la difference entre la covid et une simple grippe,How to tell the difference between covid and a simple flu? ,diff,
3992,2020-03-25T22:33:41.947Z,db5487e0-32ad-4e7f-ad02-8155286dd5ea,fr,Quels sont les premiers symptômes du COVID 19?,fr,quels sont les premiers symptomes du covid,What are the first symptoms of COVID 19? ,symptom,
3993,2020-03-25T20:31:55.241Z,593e1bce-eb74-4933-a1a4-4230aaab894c,fr,Est-ce que le virus résiste au froid de l'hiver du Québec?,fr,est ce que le virus resiste au froid de l hiver du quebec,Does the virus resist the cold winter of Quebec? ,unclassified,7.0
3995,2020-03-26T01:25:57.702Z,61b1c92f-7d1f-43cc-985d-f6b84c0e39ec,fr,dans quel hopital dois-je aller pour me faire tester?,fr,dans quel hopital dois je aller pour me faire tester,Which hospital should I go to get tested? ,test,
4002,2020-03-25T22:53:14.696Z,e3905506-b12e-485e-8c74-d6d1f088baf1,fr,quelles sont les évidences en faveur de l'utilisation de l'hydroxychloroquine pour le traitement de la COVID-19?,fr,quelles sont les evidences en faveur de l utilisation de l hydroxychloroquine pour le traitement de la covid,what is the evidence for the use of hydroxychloroquine for the treatment of COVID-19? ,treatment,
4003,2020-03-25T18:25:05.15Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,"Je crois avoir les symptômes du coronavirus, que faire ?",fr,je crois avoir les symptomes du coronavirus que faire,"I think I have symptoms of coronavirus, what should I do? ",symptom,
4005,2020-03-25T21:05:39.911Z,2e222a61-159c-4309-92c0-ddf4050123d0,fr,Est-ce que j'ai la covid?,fr,est ce que j ai la covid,Do I have the covid? ,nextsteps,
4007,2020-03-25T18:25:05.12Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,Que faire en cas d'insuffisance respiratoire ?,fr,que faire en cas d insuffisance respiratoire,What to do in case of respiratory failure? ,unclassified,6.0
4009,2020-03-26T01:25:57.682Z,61b1c92f-7d1f-43cc-985d-f6b84c0e39ec,fr,Quels sont les symptomes du covid?,fr,quels sont les symptomes du covid,What are the symptoms of covid?,symptom,
4010,2020-03-25T21:34:18.343Z,76e97745-8749-428e-a816-3a00b136356c,en,J’ai la toux,fr,j ai la toux,I have a cough I ,nextsteps,
4012,2020-03-26T00:17:53.905Z,44dc0c17-1f12-41c7-93c7-2f1b873062a9,en,J'eternue et j'ai mal à la gorge. Ai-je le Coronavirus?,fr,j eternue et j ai mal a la gorge ai je le coronavirus,sneeze and my throat hurts. Do I have Coronavirus? ,nextsteps,
4013,2020-03-26T01:25:57.658Z,61b1c92f-7d1f-43cc-985d-f6b84c0e39ec,fr,Comment se faire tester pour le coronavirus?,fr,comment se faire tester pour le coronavirus,How to get tested for coronavirus? ,test,
4015,2020-03-25T21:49:17.965Z,9d500440-eddb-4a8d-b518-1b30c30dde3b,fr,Est-ce qu'une grippe normale donne un résultat positif pour le Covid-19?,fr,est ce qu une grippe normale donne un resultat positif pour le covid,Does normal flu give a positive result for Covid-19? ,unclassified,23.0
4016,2020-03-25T18:42:50.422Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Est-ce que vous parler anglais?,fr,est ce que vous parler anglais,Do you speak english? ,unclassified,52.0
4017,2020-03-25T21:01:18.166Z,42c8d788-52e9-49c4-97f3-7971528b63ef,fr,Quels sont les symptômes les plus fréquents chez les enfants?,fr,quels sont les symptomes les plus frequents chez les enfants,What are the most common symptoms in children? ,symptom,
4020,2020-03-25T21:27:43.966Z,784cb71a-73c7-442e-bdeb-2fc9c180aae2,fr,Où puis je me faire tester ?,fr,ou puis je me faire tester,Where can I get tested? ,test,
4021,2020-03-25T21:49:18.097Z,9d500440-eddb-4a8d-b518-1b30c30dde3b,fr,Pourquoi si sérieux?,fr,pourquoi si serieux,Why so serious? ,unclassified,13.0
4022,2020-03-25T19:35:13.872Z,d10579d6-dfb3-4008-8fa9-de2f88d2aad4,en,Comment puis-je savoir si j’ai contracté le covid19?,fr,comment puis je savoir si j ai contracte le covid,How do I know if I have covid19? ,nextsteps,
4026,2020-03-25T18:25:05.136Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,Quand appeler les secours en cas d'insuffisance respiratoire ?,fr,quand appeler les secours en cas d insuffisance respiratoire,When to call for help in case of respiratory failure? ,unclassified,50.0
4032,2020-03-25T18:25:05.193Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,J'ai juste un rhume. Pourrait il s'agir du coronavirus ?,fr,j ai juste un rhume pourrait il s agir du coronavirus,I just have a cold. Could it be coronavirus? ,nextsteps,
4035,2020-03-25T20:10:28.405Z,e80bf3ee-cc5a-46d0-9f8e-36d9c1d2b26f,fr,comment je peux faire un test covid-19,fr,comment je peux faire un test covid,how can i do a covid-19 test ,caution,
4036,2020-03-25T18:42:50.438Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Est-ce que c’est comme une grippe?,fr,est ce que c est comme une grippe,Is it like the flu?,unclassified,27.0
4040,2020-03-25T19:18:24.208Z,461f5fed-7c69-4ba0-ba0f-ce07b047acda,en,Puis-je côtoyer d'autre gens après 14 jours de quarantaine si ces gens ont eux aussi été en quarantaine?,fr,puis je cotoyer d autre gens apres jours de quarantaine si ces gens ont eux aussi ete en quarantaine,Can I meet other people after 14 days of quarantine if these people have also been in quarantine? ,unclassified,6.0
4041,2020-03-25T22:33:41.921Z,db5487e0-32ad-4e7f-ad02-8155286dd5ea,fr,Quand dois-je être testée ? ,fr,quand dois je etre testee,When should I be tested? ,test,
4042,2020-03-25T22:36:52.854Z,d78b20a9-3f17-4652-b767-899f50dee704,fr,Le covid-19 est viable combien de temps sur un surface comme un comptoir???,fr,le covid est viable combien de temps sur un surface comme un comptoir,How long does covid-19 last on a surface like a counter ??? ,unclassified,12.0
4046,2020-03-25T21:01:18.18Z,42c8d788-52e9-49c4-97f3-7971528b63ef,fr,"Si un membre de la famille l’attrape, est-ce que tous les autres auront le virus aussi?",fr,si un membre de la famille l attrape est ce que tous les autres auront le virus aussi,"If one family member catches it, will everyone else get the virus too? ",unclassified,50.0
4047,2020-03-25T21:37:00.803Z,44fb7882-5b30-4a9d-8bfb-f5b956d324cf,fr,Les animaux domestiques peuvent-ils être un vecteur de la maladie?,fr,les animaux domestiques peuvent ils etre un vecteur de la maladie,Can pets be a vector of the disease? ,animals,
4048,2020-03-25T23:40:47.08Z,b9cffb12-1651-408e-bf1a-218c449aa2c1,fr,Est-ce que je vais perdre mon emploi?,fr,est ce que je vais perdre mon emploi,Will I lose my job? ,unclassified,21.0
4053,2020-03-25T20:31:55.249Z,593e1bce-eb74-4933-a1a4-4230aaab894c,fr,"J'ai le nez bouché et mal à la tête, est-ce le coronavirus&",fr,j ai le nez bouche et mal a la tete est ce le coronavirus,"I have a stuffy nose and a headache, is it coronavirus & ",nextsteps,
4057,2020-03-26T01:25:57.728Z,61b1c92f-7d1f-43cc-985d-f6b84c0e39ec,fr,est-ce que les douleurs abdominales font partie des symptômes du covid?,fr,est ce que les douleurs abdominales font partie des symptomes du covid,abdominal pain part of the symptoms of covid? ,symptom,
4058,2020-03-25T18:25:05.163Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,Dois je continuer à allaiter ?,fr,dois je continuer a allaiter,Should I continue to breastfeed? ,unclassified,8.0
4059,2020-03-25T20:31:55.252Z,593e1bce-eb74-4933-a1a4-4230aaab894c,fr,est-ce qu'on reste immunisé si on guérit du virus?,fr,est ce qu on reste immunise si on guerit du virus,do we stay immune if we recover from the virus? ,unclassified,46.0
4060,2020-03-25T17:09:09.57Z,b51b2c1b-3e92-4cc7-b547-1986676b3cab,fr,La covid19 se transmet elle par la nourriture ?,fr,la covid se transmet elle par la nourriture,Is covid19 spread through food?,unclassified,45.0
4061,2020-03-25T19:53:13.111Z,cf9434b4-9e8b-40c4-93e8-786f074a7fc0,en,Un mal de gorge peut-il être un signe de la COVID? ,fr,un mal de gorge peut il etre un signe de la covid,Can a sore throat be a sign of COVID? ,unclassified,23.0
4064,2020-03-26T00:04:02.724Z,0c308e9e-6322-4493-b8ab-e3149d0c2a72,fr,Suis-je atteint du covid-19?,fr,suis je atteint du covid,Do I have covid-19? ,unclassified,18.0
4066,2020-03-25T22:21:36.787Z,05099a8f-3ad9-485d-943a-6af5db97f271,fr,Qu'est-ce que le coronavirus,fr,qu est ce que le coronavirus,What is coronavirus ,about,
4067,2020-03-25T18:33:29.814Z,96443ae9-9e4c-4188-9ee8-2a8e5cb28cec,en,Peut on porter le virus après en être guéri ?,fr,peut on porter le virus apres en etre gueri,Can we carry the virus after being cured? ,unclassified,44.0
4071,2020-03-25T22:37:11.169Z,626a0ff3-e618-43e7-8843-1fdf9215b4be,fr,Est-ce qu’une toux creuse et des sécrétions peuvent être des symptômes du Covid-19?,fr,est ce qu une toux creuse et des secretions peuvent etre des symptomes du covid,Can a hollow cough and secretions be symptoms of Covid-19? ,symptom,
4072,2020-03-25T18:42:50.468Z,7b391b61-5464-43c2-8257-8e880d685f80,en,Quels sont les symptômes?,fr,quels sont les symptomes,What are the symptoms? ,symptom,
4073,2020-03-25T18:25:05.112Z,e850da50-1061-4cba-bb46-c59ae844ae45,fr,Comment reconnaître une insuffisance respiratoire ?,fr,comment reconnaitre une insuffisance respiratoire,How to recognize respiratory failure? ,unclassified,14.0
4078,2020-03-25T21:27:44.013Z,784cb71a-73c7-442e-bdeb-2fc9c180aae2,fr,Est ce que je peux continuer à allaiter mon garçon si je contracte la maladie?,fr,est ce que je peux continuer a allaiter mon garcon si je contracte la maladie,Can I continue to breastfeed my boy if I get the disease? ,caution,
4081,2020-03-25T21:27:43.921Z,784cb71a-73c7-442e-bdeb-2fc9c180aae2,fr,Quels sont les symptômes ?,fr,quels sont les symptomes,What are the symptoms ? ,symptom,
4082,2020-03-25T23:40:47.066Z,b9cffb12-1651-408e-bf1a-218c449aa2c1,fr,Quand est-ce qu'on retrouvera une vie normale?,fr,quand est ce qu on retrouvera une vie normale,When will we get back to normal life? ,unclassified,46.0
4084,2020-03-25T20:21:36.825Z,861fed29-72e4-4887-bb1f-4832df8c0a03,en,Est-ce que vous avez pris les transports publics pendant les 14 derniers jours ?,fr,est ce que vous avez pris les transports publics pendant les derniers jours,Have you taken public transport during the past 14 days? ,unclassified,52.0
4085,2020-03-25T21:27:43.897Z,784cb71a-73c7-442e-bdeb-2fc9c180aae2,fr,Est ce qu'il y a des cas dans ma région?,fr,est ce qu il y a des cas dans ma region,Are there cases in my area? ,unclassified,0.0
4086,2020-03-25T18:18:59.751Z,d99debc4-b058-4624-bd4f-9f9e09c00262,fr,Est ce que le covid-19 virus peut se transmettrre par les système d'aération,fr,est ce que le covid virus peut se transmettrre par les systeme d aeration,Can covid-19 virus be transmitted through aeration systems,symptom,
4087,2020-03-26T10:47:24.428Z,d2ca151b-fefb-4cdc-86c6-29690f7d2d21,fr,"Suis-je plus à risque avec de l'hypothyroidie(Hashimoto), hypertension artérielle sous médication dans les 2 cas, bronche fragile et apnée du sommeil?",fr,suis je plus a risque avec de l hypothyroidie hashimoto hypertension arterielle sous medication dans les cas bronche fragile et apnee du sommeil,"Am I more at risk with hypothyroidism (Hashimoto), high blood pressure under medication in both cases, fragile bronchus and sleep apnea? ",treatment,
