question_processed,cluster
quels sont mes risques dattraper le virus si je vais me promener dehors,unclassified
quen estil de la propagation du virus dans lair,unclassified
quen estil des personnes sans ressources  des aides sontelles prévues  ,unclassified
quentendton par ressemblement intérieur estce que laide dun parent compte,unclassified
quest ce quune clinique dévaluation,unclassified
questce la distanciation sociale,unclassified
questce que je dois faire avec mes enfants si moi et ma conjointe on est hospitalisé,unclassified
questce qui cause le covid19,unclassified
questce qui va de passer en mai,unclassified
questce quon devrait stocker,unclassified
questce quun virus,unclassified
qui doisje contacter si je crois avoir contracter le virus ,unclassified
qui est la population la plus vulnérable au covid19,unclassified
qui est plus à risque de mourir du virus  ,unclassified
qui peutêtre atteint par ce virus,unclassified
qui sont les gens les plus à risque ,unclassified
quiest à risque dans la population canadienne,unclassified
quoi ne pas prendre si on fait de la fièvre et quon ne sait pas si cest le covid19,unclassified
risque de mourir ,unclassified
selon vous quelle sera léchéance avant la reprise de la majorité des installations sportives sur lîle de montréal ,unclassified
seraisje payé,unclassified
seraisje rembourser par mon école privée au prorata de lannée scolaire,unclassified
si jattrape jamais de rhume suis je moins à risque dattraper le virus,unclassified
si jattrape le virus et que je guéris est ce que je suis immunisé par la suite,unclassified
si je crois avoir le virus estce que je dois absolument me rendre en clinique,unclassified
si je fais atchum cest grave,unclassified
si je fais de la fièvre suis je infecté,unclassified
si je joue au jeu pandémie avec des amis cela nous aideraton à trouver un remède contre le covid19 ,unclassified
si je lave mes fruits et légumes avec de leau et du savon est ce suffisant pour tuer le virus,unclassified
si je nai pas de fièvre et que je nai pas voyagé,unclassified
si je nai pas de fièvre et que je ne me sens pas bien estil possible que je sois contaminé par le virus ,unclassified
si je pense avoir un rhume doisje me présenter,unclassified
si je porte des ganrs comment et a quelle frequence doivent ils etre desinfecter,unclassified
si je prête un objet à quelquun comme mon téléphone et que cette personne a le virus est ce quelle peut ,unclassified
si je suis asthmatique léger suis considérée vulnérable,unclassified
si je suis contaminée je pourrai être malade durant combien de temps,unclassified
si je suis de québec et que je nai pas voyagé estil possible davoir eu le virus en février dernier et ce avant la pandémie ,unclassified
si je suis diagnostiqué positif à la covid et que je guéris ça prend combien de temps pour être guéri et ,unclassified
si je suis en bonne santé et que personnes est a risque dans mon entourage puisje contracter le covid19 sur des surfaces publiques,unclassified
si je suis enceinte suisje plus à risque,unclassified
si je suis enrhumé mais que je nai pas de fièvre doisje consulter,unclassified
si je suis infirmière et enrhumée doisje me placer en confiminement,unclassified
si je suis insuffisant rénal estce que je suis plus à risque de développer des complications du covid 19,unclassified
si je suis mise a pied suis je payer,unclassified
si je suis récupéré du covid19 estce que mon corps developpe un anticorps mévitant de le réattraper ,unclassified
si je suis récupéré du covid19 quelle est la chance de ne pas le réattraper dans le pire des cas,unclassified
si je tombe malade avec ce virus est ce que je serai immunisé par la suite ,unclassified
si je vais dehors et quil vente très fort est e que le virus peut partir au vent ou bien il entre plus profond dans mes vêtement ou ma peau,unclassified
si je vais donner du sang et que je suis porteuse du virus sans le savoir vaisje contaminer quelquun avec mon sang ou léquipe dhema québec ,unclassified
si je vais nager dans une piscine suisje à risque dattraper ou de donner le virus,unclassified
si je vois des voisins jouer ensemble estce que jappelle la police ,unclassified
si lenfant de mon conjoint a la coronavirus et il est chez sa mère quand pourronsnous le ravoir à la maison,unclassified
si mes parents habitent seuls et ne voient personne puisje aller les voir avec mon bébé dun an  mon bébé ne va dans aucun endroit public et je vais à lépicerie une fois par semaine et je désinfecte tout ensuite,unclassified
si mes parents reviennent de voyage et quils doivent être en quarantaine estce que moi je dois quitter la maison ,unclassified
si mon bébé de 8 mois a la covid19 et est hospitalisé suisje autorisée à demeurer avec lui,unclassified
si mon conjoint revient de voyage et se mets en quarantaine pendant 14 jours doisje faire pareil ,unclassified
si mon conjoint travaille à lextérieur il recommence toujours une quarantaine chaque jour en quelque sorte donc les enfants et moi devrionsnous respecter la distanciation avec lui le plus possible ,unclassified
si mon conjointma conjointe est infectéinfectée quelle est le pourcentage de probabilité que je sois moimême infecté,unclassified
si mon enfant a été en contact avec une personne atteinte du covid19 estce que je dois renoncer à aller travailler,unclassified
si mon père de 80 ans sort encore au magasin même sil nest pas obligé parce quon peut faire les courses pour lui que puisje faire pour lui faire comprendre de ne pas le faire ,unclassified
si on a déjà un virus actif herpès estce quil est plus dangereux dattraper lea covid19 et estce que le risques de complications sont plus élevés ,unclassified
si on fait du diabète de type 2 et quon est traité pour de lhypertension on devient combien plus vulnérable quun individu sans problème de cette nature,unclassified
si on ne veut pas utiliser de produits chimiques quelles sont les solutions écologiques efficaces pour nettoyer les surfaces du covid19 ,unclassified
si quelquun a eu le covid19 peutil lattraper de nouveau ,unclassified
si quelquun qui a le virus le touche ou touche une surface que je touche vaisje attraper le virus si après ce touchage je me lave les mains et que je nai pas touché mon visage ,unclassified
si tu as déjà attrapé le corina virus et tu ten ai sorti est ce que tu es immunisé ,unclassified
si un membre de la famille est contaminé peut il rester dans la même maison,unclassified
si un membre de la famille lattrape estce que tous les autres auront le virus aussi,unclassified
si un membre de lafamille tousse quil a fait de la fièvre et quil  stresse beaucoup  peutil consulter,unclassified
si une personne contract la covid19 et que celle ci allaite quelles sont les mesures à prendre ,unclassified
si une personne contract la covid19 et quelle habite avec sa famille deux adultes deux enfants par exemple quelles sont les mesures à prendre ,unclassified
si une personne contracte la covid19 et quun membre de sa famille qui vit sous le même toit est dans limpossibilité de laider quelles sont les options ,unclassified
si une personne de notre famille contract la covid19 et quelle vit seule que devons nous faire estce quelle aura de laide ,unclassified
si une personne est atteinte du coronavirus une fois estce quelle est immunisé à vie,unclassified
si une personne pense avoir attrapé le virus covid19 que doitelle faire pour se rassurer,unclassified
si une personne tousse devant moi et que je reçois des gouttelettes au virage que puisje faire ,unclassified
si une personne vient nous visiter et quelle se déplace dans une maison que fautil surveiller ou vérifier pour limiter les risques de contagion ,unclassified
sil je prends de la vitamine c estce bon pour la prévention ,unclassified
solutions,unclassified
sommes nous immunisé au covid19 si nous lavons déjà attrapé,unclassified
sommes nous immunisés si nous attrapons le covid19,unclassified
suis je en sécurité si je reste a la maison,unclassified
suisje a risque ,unclassified
suisje a risque de perdre mon emploi,unclassified
suisje atteint du covid19,unclassified
suisje immunisé à vie après avoir eu la maladie,unclassified
suisje une personne à risque,unclassified
suisje à risque,unclassified
suisje à risque di ma toux nest pas sèche,unclassified
suisje à risque si je souffre dasthme ,unclassified
